company_name,show_name,booth_no,show_type,product_name,company_url,country,country_code,country_code_lower,flag_url,region
Dishman Carbogen Amcis,Outsourcing,1C-38,Outsourcing,not provided,detail.php?exid=CF24120415&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png,Europe
Dishman Carbogen Amcis,Outsourcing,1C-38,Outsourcing,not provided,detail.php?exid=CF24120415&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png,Europe
DKSH Japan K.K.,Ingredients,2G-04,Ingredients,not provided,detail.php?exid=C14017530&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
DKSH Japan K.K.,Ingredients,2G-04,Ingredients,not provided,detail.php?exid=C14017530&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
DKSH Japan K.K.,Ingredients,2G-04,Ingredients,not provided,detail.php?exid=C14017530&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
Dr. Reddy's Laboratories Ltd.,Outsourcing,1D-22,Outsourcing,not provided,detail.php?exid=CF21192087&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
Dr. Reddy's Laboratories Ltd.,Outsourcing,1D-22,Outsourcing,not provided,detail.php?exid=C14018171&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
Dr. Reddy's Laboratories Ltd.,Outsourcing,1D-22,Outsourcing,not provided,detail.php?exid=C14018171&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
Dr. Reddy's Laboratories Ltd.,Outsourcing,1D-22,Outsourcing,not provided,detail.php?exid=C14018171&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
Duoning Japan,Bio Pharma,0.000000003,Bio Pharma,not provided,detail.php?exid=CF24140619&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
Duoning Japan,Bio Pharma,0.000000003,Bio Pharma,not provided,detail.php?exid=CF24140619&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
East Rock Union Limited,Ingredients,1H-48,Ingredients,not provided,detail.php?exid=CF26190926&sidSuffix=s20260203221243470&previous=,HONG KONG,HK,hk,https://flagcdn.com/w40/hk.png,Asia
"EirGenix, Inc.",Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20131060&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"EirGenix, Inc.",Ingredients,1E-36,Ingredients,not provided,detail.php?exid=CF25188310&sidSuffix=s20260203221243470&previous=,IRELAND,IE,ie,https://flagcdn.com/w40/ie.png,Europe
"EirGenix, Inc.",Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20112335&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"EirGenix, Inc.",Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20112335&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"EirGenix, Inc.",Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20117834&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png,Asia
EMBALL`ISO Japan K.K.,Bio Pharma,3F-04,Bio Pharma,not provided,detail.php?exid=CF23154165&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
EMBALL`ISO Japan K.K.,Bio Pharma,3F-04,Bio Pharma,not provided,detail.php?exid=CF23154165&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Embassy of Italy, Tokyo - Trade Promotion Section",Ingredients,IT-01,Ingredients,not provided,detail.php?exid=C14016391&sidSuffix=s20260203221243470&previous=,RUSSIAN FEDERATION,RU,ru,https://flagcdn.com/w40/ru.png,Europe
"Embassy of Italy, Tokyo - Trade Promotion Section",Ingredients,IT-01,Ingredients,not provided,detail.php?exid=CF23174605&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Embassy of Italy, Tokyo - Trade Promotion Section",Ingredients,IT-01,Ingredients,not provided,detail.php?exid=C14016390&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"EOS MED CHEM CO., LTD",Ingredients,1J-45,Ingredients,not provided,detail.php?exid=CF24175194&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
Eqova Medicare,Ingredients,3B-41,Ingredients,not provided,detail.php?exid=CF25121941&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
Eqova Medicare,Ingredients,3B-41,Ingredients,not provided,detail.php?exid=CF25121941&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
Eqova Medicare,Ingredients,3B-41,Ingredients,not provided,detail.php?exid=CF26143893&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Erabu Japan Co.,Ltd",Bio Pharma,3H-12,Bio Pharma,not provided,detail.php?exid=CF25183005&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
ERREGIERRE SPA,Ingredients,IT-08,Ingredients,not provided,detail.php?exid=C14016361&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png,Europe
"ESTCHEM CO., LTD.",Ingredients,3A-01,Ingredients,not provided,detail.php?exid=CF25136010&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"ESTCHEM CO., LTD.",Ingredients,3A-01,Ingredients,not provided,detail.php?exid=CF25136010&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"ESTCHEM CO., LTD.",Ingredients,3A-01,Ingredients,not provided,not provided,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
ESTEVE CDMO,Outsourcing,1D-37,Outsourcing,not provided,detail.php?exid=C20104090&sidSuffix=s20260203221243470&previous=,SPAIN,ES,es,https://flagcdn.com/w40/es.png,Europe
ETHYPHARM,Outsourcing,1B-52,Outsourcing,not provided,detail.php?exid=CF26197356&sidSuffix=s20260203221243470&previous=,FRANCE,FR,fr,https://flagcdn.com/w40/fr.png,Europe
EURO API Japan G.K.,Outsourcing,1B-22,Outsourcing,not provided,detail.php?exid=CF23170751&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
EURO API Japan G.K.,Outsourcing,1B-22,Outsourcing,not provided,detail.php?exid=CF23170751&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
EURO API Japan G.K.,Outsourcing,1B-22,Outsourcing,not provided,detail.php?exid=CF23170751&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
Evaluate Japan K.K.,Bio Pharma,3H-11,Bio Pharma,not provided,detail.php?exid=CF24164813&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
EXTROVIS AG,Bio Pharma,3H-28,Bio Pharma,not provided,detail.php?exid=CF26106388&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png,Europe
Fareva,Outsourcing,1A-22,Outsourcing,not provided,detail.php?exid=CF24136407&sidSuffix=s20260203221243470&previous=,FRANCE,FR,fr,https://flagcdn.com/w40/fr.png,Europe
"FarFavour Japan Co.,Ltd.",Ingredients,2D-41,Ingredients,not provided,detail.php?exid=C20119271&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
FARMABIOS,Ingredients,IT-12,Ingredients,not provided,detail.php?exid=CF25181214&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png,Europe
FARMAFLOR GROUP,Ingredients,IT-13,Ingredients,not provided,detail.php?exid=CF26141874&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png,Europe
"Farmasino Pharmaceuticals (Anhui) Co., Ltd",Ingredients,3B-35,Ingredients,not provided,detail.php?exid=CF24132883&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
Fermion Oy,Outsourcing,1A-30,Outsourcing,Alprazolam,detail.php?exid=CF26133456&sidSuffix=s20260203221243470&previous=,FINLAND,FI,fi,https://flagcdn.com/w40/fi.png,Europe
Fermion Oy,Outsourcing,1A-30,Outsourcing,Azathioprine,detail.php?exid=CF26133456&sidSuffix=s20260203221243470&previous=,FINLAND,FI,fi,https://flagcdn.com/w40/fi.png,Europe
Fermion Oy,Outsourcing,1A-30,Outsourcing,Benserazide,detail.php?exid=CF26133456&sidSuffix=s20260203221243470&previous=,FINLAND,FI,fi,https://flagcdn.com/w40/fi.png,Europe
Fermion Oy,Outsourcing,1A-30,Outsourcing,Buspirone HCI,detail.php?exid=CF26133456&sidSuffix=s20260203221243470&previous=,FINLAND,FI,fi,https://flagcdn.com/w40/fi.png,Europe
Fermion Oy,Outsourcing,1A-30,Outsourcing,CARBIDOPA,detail.php?exid=CF26133456&sidSuffix=s20260203221243470&previous=,FINLAND,FI,fi,https://flagcdn.com/w40/fi.png,Europe
FIS,Outsourcing,1A-24,Outsourcing,not provided,detail.php?exid=CF23191718&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png,Europe
FIS,Outsourcing,1A-24,Outsourcing,not provided,detail.php?exid=CF23191718&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png,Europe
FLAMMA SPA,Ingredients,IT-20,Ingredients,not provided,detail.php?exid=CF23151871&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png,Europe
Formosa Laboratories Japan Inc.,Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20131060&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
Formosa Laboratories Japan Inc.,Ingredients,1E-36,Ingredients,not provided,detail.php?exid=CF25188310&sidSuffix=s20260203221243470&previous=,IRELAND,IE,ie,https://flagcdn.com/w40/ie.png,Europe
Formosa Laboratories Japan Inc.,Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20112335&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
Formosa Laboratories Japan Inc.,Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20112335&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
Formosa Laboratories Japan Inc.,Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20117834&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png,Asia
"Formosa Laboratories, Inc.",Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20131060&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Formosa Laboratories, Inc.",Ingredients,1E-36,Ingredients,not provided,detail.php?exid=CF25188310&sidSuffix=s20260203221243470&previous=,IRELAND,IE,ie,https://flagcdn.com/w40/ie.png,Europe
"Formosa Laboratories, Inc.",Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20112335&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Formosa Laboratories, Inc.",Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20112335&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Formosa Laboratories, Inc.",Ingredients,1E-36,Ingredients,not provided,detail.php?exid=C20117834&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png,Asia
FORMULATRIX International Trading FZ-LLC,Bio Pharma,3G-05,Bio Pharma,not provided,detail.php?exid=CF26110967&sidSuffix=s20260203221243470&previous=,UAE,AE,ae,https://flagcdn.com/w40/ae.png,Middle East
Fuji Chemicals Ltd.,Ingredients,2A-25,Ingredients,not provided,detail.php?exid=CF24168728&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
Fuji Chemicals Ltd.,Ingredients,2A-25,Ingredients,not provided,detail.php?exid=CF24168728&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
Fujian Genohope Biotech Ltd.,Ingredients,3B-24,Ingredients,not provided,detail.php?exid=CF26108599&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"FUJIFILM Toyama Chemical Co., Ltd.",Bio Pharma,3E-10,Bio Pharma,not provided,detail.php?exid=CF23154010&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"FUJIFILM Toyama Chemical Co., Ltd.",Bio Pharma,3E-10,Bio Pharma,not provided,detail.php?exid=CF23154010&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"FUJIMOTO CHEMICALS Co., LTD.",Ingredients,2H-23,Ingredients,not provided,detail.php?exid=C14016467&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"FUJIMOTO CHEMICALS Co., LTD.",Ingredients,2H-23,Ingredients,not provided,detail.php?exid=C14016467&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"FUJIMOTO CHEMICALS Co., LTD.",Ingredients,2H-23,Ingredients,not provided,detail.php?exid=C14016467&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Fukuzyu Pharmaceutical Co.,Ltd.",Ingredients,2G-28,Ingredients,not provided,detail.php?exid=CF24133792&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"FuXin Custchem Fine Chemical Co.,Ltd.",Ingredients,1E-44,Ingredients,not provided,detail.php?exid=F20154416&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Fuxin Jintelai Fluorine Chemical Co., Ltd.",Ingredients,2J-16,Ingredients,not provided,detail.php?exid=CF24180244&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
GD BIOTECH Limited,Ingredients,1G-45,Ingredients,not provided,detail.php?exid=CF26199057&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Genchem & Genpham (Changzhou) Co., Ltd.",Ingredients,1J-41,Ingredients,not provided,detail.php?exid=CF26158156&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Genchem & Genpham (Changzhou) Co., Ltd.",Ingredients,1J-41,Ingredients,not provided,detail.php?exid=C15127492&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
Genovior Biotech Corporation,Outsourcing,0.00001,Outsourcing,not provided,detail.php?exid=CF21108971&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png,Asia
"Gensu Biotech Co., Ltd.",Bio Pharma,3F-06,Bio Pharma,not provided,detail.php?exid=CF26105620&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
GL BIOCHEM（SHANGHAI）LTD.,Bio Pharma,3E-28,Bio Pharma,not provided,detail.php?exid=CF25103727&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Global Information, Inc.",Bio Pharma,3H-01,Bio Pharma,not provided,detail.php?exid=C14018952&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Global Information, Inc.",Bio Pharma,3H-01,Bio Pharma,not provided,detail.php?exid=C14018952&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"GODO SHIGEN CO.,LTD.",Ingredients,2A-42,Ingredients,not provided,detail.php?exid=C17196946&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Guangdong Raffles PharmaTech Co., Ltd.",Bio Pharma,3G-28,Bio Pharma,not provided,detail.php?exid=CF26197016&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Hamari Chemicals, Ltd.",Ingredients,2F-32,Ingredients,not provided,detail.php?exid=C14160189&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Hamari Chemicals, Ltd.",Ingredients,2F-32,Ingredients,not provided,detail.php?exid=C14160189&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Hamari Chemicals, Ltd.",Ingredients,2F-32,Ingredients,not provided,detail.php?exid=C14160189&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"HANGZHOU INSURE CHEMICAL CO.,LTD",Ingredients,3C-19,Ingredients,not provided,detail.php?exid=CF26171130&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Hangzhou Leap Chem Co., Ltd.",Ingredients,1H-49,Ingredients,not provided,detail.php?exid=CF26109723&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
HANGZHOU PHARMCO CO LTD,Outsourcing,1E-35,Outsourcing,not provided,detail.php?exid=CF25195521&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"HANGZHOU TOMSON BIOPHARMA CO.,LTD.",Bio Pharma,3H-06,Bio Pharma,not provided,detail.php?exid=CF24127831&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
Hangzhou Verychem Science And Technology Co.Ltd.,Ingredients,2J-19,Ingredients,not provided,detail.php?exid=F18161465&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
HARI ORGOCHEM PVT LTD,Ingredients,2D-27,Ingredients,Oxalyl Chloride,detail.php?exid=CF26153169&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
HARI ORGOCHEM PVT LTD,Ingredients,2D-27,Ingredients,Sodium Trichloroacetate,detail.php?exid=CF26153169&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
HARI ORGOCHEM PVT LTD,Ingredients,2D-27,Ingredients,Trichloroacetyl Chloride,detail.php?exid=CF26153169&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
HAS Healthcare Advanced Synthesis,Outsourcing,1B-37,Outsourcing,not provided,detail.php?exid=C14016635&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png,Europe
"Healthytree (Hangzhou) Medical Device Co., Ltd",Ingredients,3C-18,Ingredients,not provided,detail.php?exid=CF26136960&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"HEBEI DAPENG PHARM & CHEM CO., LTD",Outsourcing,1A-10,Outsourcing,not provided,detail.php?exid=C15126384&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Hebei Guangxiang Pharmaceutical Co., Ltd.",Ingredients,2J-37,Ingredients,not provided,detail.php?exid=CF24152419&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
Hedinger,Ingredients,1H-35,Ingredients,not provided,detail.php?exid=CF25127439&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png,Europe
Hedinger,Ingredients,1H-35,Ingredients,not provided,detail.php?exid=CF25127439&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png,Europe
Heraeus Precious Metals,Ingredients,1H-12,Ingredients,not provided,detail.php?exid=C14017291&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png,Europe
Heraeus Precious Metals,Ingredients,1H-12,Ingredients,not provided,detail.php?exid=C14017291&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png,Europe
Heraeus Precious Metals,Ingredients,1H-12,Ingredients,not provided,detail.php?exid=C14017291&sidSuffix=s20260203221243470&previous=,GERMANY,DE,de,https://flagcdn.com/w40/de.png,Europe
Hetero Drugs Limited,Ingredients,2D-22,Ingredients,not provided,detail.php?exid=C14017299&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
"HighChem Company, Ltd.",Ingredients,1E-32,Ingredients,not provided,detail.php?exid=C14019011&sidSuffix=s20260203221243470&previous=,SLOVAKIA,SK,sk,https://flagcdn.com/w40/sk.png,Europe
HIKAL LIMITED,Ingredients,3B-08,Ingredients,not provided,detail.php?exid=C14016503&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png,Asia
HitGen Inc.,Bio Pharma,3E-26,Bio Pharma,not provided,detail.php?exid=CF21189395&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
Honour Lab Limited,Outsourcing,1B-41,Outsourcing,"(1s, 2s, 3s, 5s)-3-(Benzyloxy)-5-(6-",detail.php?exid=CF25136204&sidSuffix=s20260203221243470&previous=,HONG KONG,HK,hk,https://flagcdn.com/w40/hk.png,Asia
Honour Lab Limited,Outsourcing,1B-41,Outsourcing,"(2r-Cis)-5-(4-Amino-1,2-Dihydro-2-Oxo-1-",detail.php?exid=CF25136204&sidSuffix=s20260203221243470&previous=,HONG KONG,HK,hk,https://flagcdn.com/w40/hk.png,Asia
Honour Lab Limited,Outsourcing,1B-41,Outsourcing,"(2r,5r)-5-(4-Amino-5-Fluoro-2-Oxo-2h-",detail.php?exid=CF25136204&sidSuffix=s20260203221243470&previous=,HONG KONG,HK,hk,https://flagcdn.com/w40/hk.png,Asia
Honour Lab Limited,Outsourcing,1B-41,Outsourcing,"(2s,3s,5s)-2-Amino-3-Hydroxy-5-Tert",detail.php?exid=CF25136204&sidSuffix=s20260203221243470&previous=,HONG KONG,HK,hk,https://flagcdn.com/w40/hk.png,Asia
Hovione,Outsourcing,1B-31,Outsourcing,not provided,detail.php?exid=C14011005&sidSuffix=s20260203221243470&previous=,PORTUGAL,PT,pt,https://flagcdn.com/w40/pt.png,Europe
Hovione,Outsourcing,1B-31,Outsourcing,not provided,detail.php?exid=C14011005&sidSuffix=s20260203221243470&previous=,PORTUGAL,PT,pt,https://flagcdn.com/w40/pt.png,Europe
Hovione,Outsourcing,1B-31,Outsourcing,not provided,detail.php?exid=C14011005&sidSuffix=s20260203221243470&previous=,PORTUGAL,PT,pt,https://flagcdn.com/w40/pt.png,Europe
"Huanggang Luban Pharmaceutical Co., ltd.",Ingredients,3A-30,Ingredients,not provided,detail.php?exid=C14178551&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
HUATAI BIOPHARM INC.,Ingredients,1C-07,Ingredients,not provided,detail.php?exid=CF23112814&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png,Asia
"Hubei Gedian Humanwell Pharmaceutical Co.,ltd.",Ingredients,2K-32,Ingredients,not provided,detail.php?exid=CF23188783&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"HUBEI HUIDA HIGH-TECH CO., LTD.",Ingredients,1G-44,Ingredients,not provided,detail.php?exid=CF24158182&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Hubei Tianshu Pharmaceutical Co., Ltd.",Ingredients,2K-16,Ingredients,not provided,detail.php?exid=CF26176667&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Hubei XinJing New Material Co.,LTD",Ingredients,1B-12,Ingredients,not provided,detail.php?exid=C14018393&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Hunan Huateng Pharmaceutical Co., Ltd.",Outsourcing,1D-26,Outsourcing,not provided,detail.php?exid=CF24130143&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Hunan Huateng Pharmaceutical Co., Ltd.",Outsourcing,1D-26,Outsourcing,not provided,detail.php?exid=CF24130143&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
Hunan Jiudian Hongyang Pharmaceutical,Ingredients,2J-32,Ingredients,not provided,detail.php?exid=CF25105664&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
"Hunan Weite Pharmaceutical Co., Ltd.",Ingredients,1F-46,Ingredients,not provided,detail.php?exid=CF26164440&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png,Asia
HYDRUS CHEMICAL INC.,Ingredients,2D-40,Ingredients,not provided,detail.php?exid=C14016764&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
HYDRUS CHEMICAL INC.,Ingredients,2D-40,Ingredients,not provided,detail.php?exid=C14016764&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
HYDRUS CHEMICAL INC.,Ingredients,2D-40,Ingredients,not provided,detail.php?exid=C14016764&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
IBSA,Ingredients,IT-17,Ingredients,not provided,detail.php?exid=CF23100158&sidSuffix=s20260203221243470&previous=,SWITZERLAND,CH,ch,https://flagcdn.com/w40/ch.png,Europe
ICE Pharma,Outsourcing,1C-27,Outsourcing,not provided,detail.php?exid=CF24132396&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png,Europe
ICE Pharma,Outsourcing,1C-27,Outsourcing,not provided,detail.php?exid=CF24132396&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png,Europe
"Ichimaru Co., Ltd",Bio Pharma,3E-30,Bio Pharma,not provided,detail.php?exid=CF25147402&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
"Ichimaru Co., Ltd",Bio Pharma,3E-30,Bio Pharma,not provided,detail.php?exid=CF25147402&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png,Asia
